epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
109,1114.49,0.77227,0.50972,0.87486,0.91319,0.71895,0.84359,0.6286,0.7348,0.53936,0.89851,0.0089308,0.0089308,0.0089308
110,1124.8,0.76476,0.51087,0.874,0.86022,0.77936,0.85512,0.63335,0.73207,0.53917,0.89853,0.0089209,0.0089209,0.0089209
111,1135.28,0.76009,0.51284,0.8737,0.86707,0.77243,0.83783,0.61557,0.74304,0.54579,0.90146,0.008911,0.008911,0.008911
112,1145.37,0.77087,0.51407,0.87376,0.88938,0.76031,0.85774,0.63004,0.73041,0.53644,0.90063,0.0089011,0.0089011,0.0089011
113,1155.4,0.76346,0.50679,0.87315,0.8864,0.73062,0.84963,0.62948,0.73706,0.54169,0.90219,0.0088912,0.0088912,0.0088912
114,1165.47,0.75649,0.50082,0.87124,0.88946,0.7534,0.8548,0.63777,0.72367,0.53425,0.89768,0.0088813,0.0088813,0.0088813
115,1175.73,0.76284,0.50449,0.87309,0.89561,0.74551,0.84371,0.62709,0.7381,0.54636,0.90189,0.0088714,0.0088714,0.0088714
116,1185.87,0.76194,0.5017,0.87057,0.91035,0.71804,0.84491,0.62739,0.73235,0.54057,0.90079,0.0088615,0.0088615,0.0088615
117,1195.79,0.75751,0.50739,0.87073,0.88486,0.73197,0.83951,0.62867,0.73564,0.54472,0.90233,0.0088516,0.0088516,0.0088516
118,1205.91,0.75466,0.50143,0.87084,0.84435,0.76344,0.84403,0.63377,0.73813,0.53862,0.90269,0.0088417,0.0088417,0.0088417
119,1215.88,0.75351,0.50709,0.87193,0.85559,0.7784,0.84932,0.63076,0.72873,0.53757,0.89759,0.0088318,0.0088318,0.0088318
120,1225.9,0.75204,0.5002,0.87148,0.88991,0.74319,0.83688,0.62966,0.7309,0.536,0.89979,0.0088219,0.0088219,0.0088219
121,1235.95,0.74942,0.49961,0.86986,0.84538,0.76009,0.84737,0.63929,0.71752,0.53271,0.89699,0.008812,0.008812,0.008812
122,1246.11,0.74177,0.50426,0.86959,0.85585,0.79339,0.85308,0.63711,0.72965,0.53314,0.89955,0.0088021,0.0088021,0.0088021
123,1256.26,0.74512,0.50355,0.87093,0.85486,0.7662,0.85303,0.63417,0.73138,0.53826,0.89764,0.0087922,0.0087922,0.0087922
124,1267.07,0.7528,0.50337,0.86873,0.87458,0.76558,0.83483,0.61478,0.73024,0.53338,0.90049,0.0087823,0.0087823,0.0087823
125,1277.8,0.76145,0.50399,0.87078,0.86216,0.77209,0.83992,0.6203,0.72367,0.53745,0.89845,0.0087724,0.0087724,0.0087724
126,1288.46,0.74472,0.49763,0.86764,0.85821,0.75543,0.83381,0.61985,0.72785,0.53762,0.89762,0.0087625,0.0087625,0.0087625
127,1298.44,0.75186,0.49914,0.86761,0.86641,0.72799,0.83008,0.61155,0.72421,0.53531,0.8987,0.0087526,0.0087526,0.0087526
128,1308.68,0.75194,0.50093,0.86988,0.85966,0.74385,0.82656,0.62115,0.71424,0.53343,0.89509,0.0087427,0.0087427,0.0087427
129,1318.73,0.74826,0.49992,0.86623,0.82891,0.77347,0.82922,0.61023,0.72387,0.5325,0.89948,0.0087328,0.0087328,0.0087328
130,1328.53,0.74166,0.50378,0.86846,0.84991,0.75533,0.83384,0.60865,0.73517,0.53761,0.90262,0.0087229,0.0087229,0.0087229
131,1338.55,0.75091,0.49616,0.86738,0.86836,0.71071,0.81299,0.60136,0.72716,0.54069,0.90137,0.008713,0.008713,0.008713
132,1348.73,0.74561,0.4932,0.8667,0.89755,0.72344,0.83811,0.6292,0.72029,0.52657,0.90201,0.0087031,0.0087031,0.0087031
133,1358.83,0.74373,0.49234,0.86535,0.86798,0.71334,0.82392,0.62932,0.72654,0.53372,0.9012,0.0086932,0.0086932,0.0086932
134,1369.01,0.74545,0.4919,0.86749,0.84439,0.75533,0.83761,0.62832,0.71668,0.5335,0.89787,0.0086833,0.0086833,0.0086833
135,1379.15,0.73395,0.48481,0.86637,0.85799,0.73312,0.82231,0.61109,0.72207,0.53717,0.89953,0.0086734,0.0086734,0.0086734
136,1389.26,0.73371,0.48712,0.86632,0.88684,0.73184,0.83153,0.62253,0.72372,0.53673,0.8999,0.0086635,0.0086635,0.0086635
137,1399.25,0.73261,0.48384,0.86623,0.82703,0.76881,0.84203,0.62824,0.71404,0.53643,0.89802,0.0086536,0.0086536,0.0086536
138,1409.62,0.73766,0.49167,0.86614,0.88521,0.71706,0.82251,0.60935,0.72889,0.54237,0.90341,0.0086437,0.0086437,0.0086437
139,1419.74,0.74113,0.48549,0.86484,0.85724,0.74357,0.82509,0.6177,0.71935,0.54167,0.89693,0.0086338,0.0086338,0.0086338
140,1429.99,0.73132,0.49574,0.86526,0.86963,0.73306,0.8249,0.60865,0.72319,0.53901,0.90179,0.0086239,0.0086239,0.0086239
141,1439.95,0.71762,0.48623,0.86333,0.88631,0.72699,0.81751,0.59561,0.73661,0.54738,0.90557,0.008614,0.008614,0.008614
142,1449.96,0.72893,0.49102,0.86548,0.898,0.71584,0.83738,0.62256,0.71961,0.53701,0.89908,0.0086041,0.0086041,0.0086041
143,1460.82,0.73553,0.48711,0.86599,0.87395,0.75992,0.84051,0.62636,0.71802,0.53606,0.90039,0.0085942,0.0085942,0.0085942
144,1470.83,0.72396,0.4863,0.86614,0.85955,0.74251,0.84324,0.62246,0.71972,0.53363,0.89996,0.0085843,0.0085843,0.0085843
145,1481.01,0.7376,0.48625,0.86519,0.90979,0.72415,0.85005,0.62897,0.7205,0.53171,0.90015,0.0085744,0.0085744,0.0085744
146,1491.1,0.72438,0.48425,0.86503,0.86969,0.75998,0.85803,0.63656,0.71394,0.53575,0.89913,0.0085645,0.0085645,0.0085645
147,1501.95,0.7184,0.48199,0.86258,0.88765,0.7274,0.83514,0.61571,0.72082,0.53867,0.90098,0.0085546,0.0085546,0.0085546
148,1512.02,0.72686,0.48685,0.86518,0.88922,0.71477,0.83981,0.62142,0.71744,0.53686,0.89975,0.0085447,0.0085447,0.0085447
149,1522.18,0.72443,0.48636,0.86367,0.86348,0.77015,0.84656,0.62057,0.71316,0.53156,0.89939,0.0085348,0.0085348,0.0085348
150,1532.29,0.71965,0.48514,0.86233,0.87147,0.74702,0.83244,0.61183,0.72926,0.54074,0.90365,0.0085249,0.0085249,0.0085249
151,1542.96,0.71846,0.47986,0.86116,0.81239,0.77497,0.8308,0.61071,0.71491,0.53852,0.89813,0.008515,0.008515,0.008515
152,1553.25,0.72809,0.47934,0.86067,0.83451,0.74692,0.8343,0.61178,0.71435,0.54111,0.89706,0.0085051,0.0085051,0.0085051
153,1563.33,0.71131,0.47531,0.86003,0.83754,0.79015,0.84429,0.62703,0.71284,0.5291,0.89836,0.0084952,0.0084952,0.0084952
154,1573.49,0.71682,0.47933,0.86185,0.81929,0.79474,0.84819,0.62465,0.70758,0.52456,0.89865,0.0084853,0.0084853,0.0084853
155,1583.55,0.71373,0.47969,0.86006,0.87771,0.74332,0.83531,0.62186,0.71286,0.52459,0.90089,0.0084754,0.0084754,0.0084754
156,1593.69,0.71883,0.48102,0.85974,0.83359,0.74646,0.81867,0.60972,0.71765,0.53065,0.90089,0.0084655,0.0084655,0.0084655
157,1603.79,0.71275,0.47495,0.86061,0.88995,0.70291,0.82638,0.61017,0.72162,0.53768,0.90108,0.0084556,0.0084556,0.0084556
158,1614.04,0.72184,0.47786,0.86118,0.87675,0.72661,0.83573,0.62067,0.71255,0.53312,0.90035,0.0084457,0.0084457,0.0084457
159,1624.15,0.71699,0.48012,0.86121,0.90605,0.7207,0.84567,0.63053,0.71343,0.53114,0.89942,0.0084358,0.0084358,0.0084358
160,1634.27,0.70372,0.47429,0.8621,0.89306,0.73559,0.83664,0.62018,0.71322,0.5309,0.89992,0.0084259,0.0084259,0.0084259
161,1644.26,0.69837,0.47175,0.86019,0.8824,0.74187,0.84604,0.62356,0.70922,0.53556,0.89672,0.008416,0.008416,0.008416
162,1654.39,0.71217,0.47221,0.86129,0.86718,0.76342,0.8357,0.61559,0.71169,0.53415,0.89742,0.0084061,0.0084061,0.0084061
163,1664.5,0.70047,0.47052,0.85877,0.85422,0.77397,0.84589,0.6287,0.71441,0.53709,0.90131,0.0083962,0.0083962,0.0083962
164,1674.59,0.71003,0.47672,0.85945,0.85337,0.76106,0.83359,0.60956,0.71458,0.53455,0.90068,0.0083863,0.0083863,0.0083863
165,1684.76,0.71197,0.47224,0.85864,0.8507,0.77869,0.8411,0.62727,0.70412,0.53104,0.89802,0.0083764,0.0083764,0.0083764
166,1694.79,0.70956,0.47767,0.85792,0.83773,0.79404,0.84912,0.6347,0.70181,0.52578,0.89654,0.0083665,0.0083665,0.0083665
167,1704.99,0.71306,0.4728,0.85933,0.86944,0.7582,0.83935,0.62347,0.71862,0.53183,0.9011,0.0083566,0.0083566,0.0083566
168,1715.07,0.70259,0.47009,0.85773,0.87328,0.73632,0.82858,0.61679,0.70824,0.53066,0.89803,0.0083467,0.0083467,0.0083467
169,1725.71,0.70393,0.46986,0.85775,0.8915,0.70248,0.82015,0.61241,0.70653,0.5328,0.89922,0.0083368,0.0083368,0.0083368
170,1735.54,0.69683,0.47043,0.8586,0.86595,0.77144,0.84761,0.63494,0.7023,0.52563,0.89787,0.0083269,0.0083269,0.0083269
171,1745.61,0.7047,0.46558,0.85713,0.87687,0.73123,0.83479,0.61731,0.70059,0.52615,0.89602,0.008317,0.008317,0.008317
172,1755.61,0.70295,0.46694,0.85662,0.87197,0.73116,0.83815,0.61749,0.71084,0.52885,0.90021,0.0083071,0.0083071,0.0083071
173,1765.74,0.6984,0.46635,0.85786,0.89421,0.74763,0.84277,0.62971,0.70967,0.52775,0.90007,0.0082972,0.0082972,0.0082972
174,1776.11,0.71079,0.47161,0.85823,0.90946,0.72169,0.82664,0.60956,0.70781,0.52411,0.90304,0.0082873,0.0082873,0.0082873
175,1786.71,0.69945,0.46897,0.85718,0.8781,0.75413,0.83928,0.62079,0.70613,0.53045,0.89822,0.0082774,0.0082774,0.0082774
176,1796.68,0.70912,0.46709,0.85578,0.83949,0.77377,0.83808,0.62709,0.70557,0.52714,0.89671,0.0082675,0.0082675,0.0082675
177,1807.49,0.70278,0.46978,0.85822,0.90452,0.73443,0.84378,0.63609,0.70333,0.52096,0.89663,0.0082576,0.0082576,0.0082576
178,1817.6,0.70233,0.46766,0.85693,0.87899,0.73908,0.83135,0.61767,0.70474,0.53006,0.89725,0.0082477,0.0082477,0.0082477
179,1827.79,0.68899,0.46779,0.85655,0.89065,0.73105,0.82863,0.6182,0.7015,0.53195,0.89771,0.0082378,0.0082378,0.0082378
180,1837.88,0.70364,0.46789,0.85626,0.84854,0.75713,0.83549,0.62977,0.69873,0.52643,0.89612,0.0082279,0.0082279,0.0082279
